vessel_volume,feed_temperature,feed_mass_flow,tr2-butene_mass_fr,feed_mass_dens,prod_mass_dens,prod_temperature
0.81,33.0,2.4722,0.9767,603.5113,549.03,64.4725
0.81,38.0,2.4722,0.9764,603.5113,549.03,64.4725
0.81,38.0,2.4722,0.9764,603.5113,549.03,64.4725
0.81,38.0,2.4722,0.9764,603.5113,549.03,64.4725
0.81,38.0,2.4722,0.9764,603.5113,549.03,64.4725
0.81,43.0,2.4722,0.9761,597.2088,542.8298,68.6748
0.81,43.0,2.4722,0.9761,597.2088,542.8298,68.6748
0.81,43.0,2.4722,0.9761,597.2088,542.8298,68.6748
0.81,43.0,2.4722,0.9761,597.2088,542.8298,68.6748
0.81,46.0,2.4722,0.976,593.3636,539.0214,71.1963
0.81,46.0,2.4722,0.9759,590.772,536.445,72.8759
0.81,48.0,2.4722,0.9759,590.772,536.445,72.8759
0.81,48.0,2.4722,0.9759,590.772,536.445,72.8759
0.81,48.0,2.4722,0.9759,586.8402,532.5182,75.3946
0.81,51.0,2.4722,0.9757,586.8402,532.5182,75.3946
0.81,51.0,2.6389,0.9759,628.7474,573.4928,46.7923
0.81,17.0,2.6389,0.9759,628.7474,573.4928,46.7923
0.81,17.0,2.6389,0.9759,628.7474,573.4928,46.7923
0.81,17.0,2.6389,0.9759,628.7474,573.4928,46.7923
0.81,17.0,2.6389,0.9759,628.7474,573.4928,46.7923
0.81,22.0,2.6389,0.9757,622.9003,567.9058,50.9874
0.81,22.0,2.6389,0.9757,622.9003,567.9058,50.9874
0.81,22.0,2.6389,0.9757,622.9003,567.9058,50.9874
0.81,24.0,2.6389,0.9756,620.5352,565.6377,52.6653
0.81,24.0,2.6389,0.9756,620.5352,565.6377,52.6653
0.81,24.0,2.6389,0.9756,620.5352,565.6377,52.6653
0.81,27.0,2.6389,0.9754,616.958,562.1931,55.1853
0.81,27.0,2.6389,0.9754,616.958,562.1931,55.1853
0.81,27.0,2.6389,0.9754,616.958,562.1931,55.1853
0.81,31.0,2.6389,0.9752,612.1306,557.5222,58.5473
0.81,31.0,2.6389,0.9752,612.1306,557.5222,58.5473
0.81,31.0,2.6389,0.9752,612.1306,557.5222,58.5473
0.81,33.0,2.6389,0.9751,609.691,555.1516,60.2289
0.81,33.0,2.6389,0.9751,609.691,555.1516,60.2289
0.81,33.0,2.6389,0.9751,609.691,555.1516,60.2289
0.81,33.0,2.6389,0.9749,604.7568,550.3363,63.5929
0.81,37.0,2.6389,0.9749,604.7568,550.3363,63.5929
0.81,37.0,2.6389,0.9749,604.7568,550.3363,63.5929
0.81,37.0,2.6389,0.9749,604.7568,550.3363,63.5929
0.81,37.0,2.6389,0.9749,604.7568,550.3363,63.5929
0.81,37.0,2.6389,0.9749,604.7568,550.3363,63.5929
0.81,37.0,2.6389,0.9749,604.7568,550.3363,63.5929
0.81,44.0,2.6389,0.9745,595.9325,541.6532,69.4794
0.81,44.0,2.6389,0.9745,595.9325,541.6532,69.4794
0.81,44.0,2.6389,0.9745,595.9325,541.6532,69.4794
0.81,44.0,2.6389,0.9745,595.9325,541.6532,69.4794
0.81,44.0,2.6389,0.9745,595.9325,541.6532,69.4794
0.81,48.0,2.6389,0.9743,590.772,536.5283,72.8424
0.81,48.0,2.6389,0.9743,590.772,536.5283,72.8424
0.81,50.0,2.6389,0.9742,588.1569,532.6057,75.3595
0.81,51.0,2.6389,0.9741,586.8402,532.6057,75.3595
0.81,51.0,2.6389,0.9741,586.8402,532.6057,75.3595
0.81,51.0,2.6389,0.9741,586.8402,532.6057,75.3595
0.81,19.0,2.8056,0.9743,626.4195,571.3543,48.4297
0.81,19.0,2.8056,0.9743,626.4195,571.3543,48.4297
0.81,19.0,2.8056,0.9743,626.4195,571.3543,48.4297
0.81,21.0,2.8056,0.9742,624.0771,569.1155,50.1078
0.81,21.0,2.8056,0.9742,624.0771,569.1155,50.1078
0.81,21.0,2.8056,0.9742,624.0771,569.1155,50.1078
0.81,21.0,2.8056,0.9742,624.0771,569.1155,50.1078
0.81,25.0,2.8056,0.974,619.3468,564.5748,53.4677
0.81,25.0,2.8056,0.974,619.3468,564.5748,53.4677
0.81,25.0,2.8056,0.9739,615.7575,561.116,55.9873
0.81,28.0,2.8056,0.9739,615.7575,561.116,55.9873
0.81,28.0,2.8056,0.9739,615.7575,561.116,55.9873
0.81,28.0,2.8056,0.9739,615.7575,561.116,55.9873
0.81,28.0,2.8056,0.9739,615.7575,561.116,55.9873
0.81,28.0,2.8056,0.9739,615.7575,561.116,55.9873
0.81,28.0,2.8056,0.9739,615.7575,561.116,55.9873
0.81,28.0,2.8056,0.9739,615.7575,561.116,61.8736
0.81,35.0,2.8056,0.9735,607.2332,552.8399,61.8736
0.81,35.0,2.8056,0.9735,607.2332,552.8399,61.8736
0.81,35.0,2.8056,0.9735,607.2332,552.8399,61.8736
0.81,35.0,2.8056,0.9735,602.261,547.974,65.2383
0.81,39.0,2.8056,0.9733,602.261,547.974,65.2383
0.81,39.0,2.8056,0.9733,602.261,547.974,65.2383
0.81,39.0,2.8056,0.9731,598.4796,544.2539,67.7616
0.81,42.0,2.8056,0.9731,598.4796,544.2539,67.7616
0.81,42.0,2.8056,0.9731,598.4796,544.2539,67.7616
0.81,45.0,2.8056,0.9729,594.6508,540.4695,70.2841
0.81,45.0,2.8056,0.9729,594.6508,540.4695,71.1247
0.81,46.0,2.8056,0.9728,593.3636,539.1932,71.1247
0.81,46.0,2.8056,0.9728,593.3636,539.1932,71.1247
0.81,46.0,2.8056,0.9728,589.4674,535.3171,73.6454
0.81,49.0,2.8056,0.9726,589.4674,535.3171,73.6454
0.81,49.0,2.8056,0.9726,586.8402,532.693,75.3243
0.81,51.0,2.8056,0.9725,586.8402,532.693,75.3243
0.81,51.0,2.8056,0.9725,586.8402,532.693,75.3243
0.81,51.0,2.8056,0.9725,586.8402,532.693,75.3243
0.81,51.0,2.8056,0.9725,586.8402,532.693,75.3243
0.81,51.0,2.8056,0.9725,586.8402,570.3181,49.2294
0.81,20.0,2.9722,0.9728,624.0771,569.1964,50.0686
0.81,21.0,2.9722,0.9727,624.0771,569.1964,50.0686
0.81,21.0,2.9722,0.9727,624.0771,569.1964,50.0686
0.81,21.0,2.9722,0.9727,624.0771,565.8003,52.5878
0.81,24.0,2.9722,0.9726,619.3468,564.6579,53.4278
0.81,25.0,2.9722,0.9725,619.3468,564.6579,53.4278
0.81,26.0,2.9722,0.9725,618.1544,563.5101,54.2681
0.81,26.0,2.9722,0.9725,618.1544,563.5101,54.2681
0.81,26.0,2.9722,0.9725,618.1544,563.5101,54.2681
0.81,30.0,2.9722,0.9722,613.3439,558.8613,57.632
0.81,30.0,2.9722,0.9722,612.1306,557.6871,58.4716
0.81,31.0,2.9722,0.9722,612.1306,557.6871,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,32.0,2.9722,0.9721,610.913,556.5052,59.3127
0.81,43.0,2.9722,0.9715,597.2088,543.0844,68.5665
0.81,43.0,2.9722,0.9715,597.2088,543.0844,68.5665
0.81,43.0,2.9722,0.9715,597.2088,543.0844,68.5665
0.81,43.0,2.9722,0.9715,597.2088,543.0844,68.5665
0.81,43.0,2.9722,0.9715,597.2088,543.0844,68.5665
0.81,43.0,2.9722,0.9715,597.2088,543.0844,68.5665
0.81,49.0,2.9722,0.9711,589.4674,535.4032,73.6103
0.81,49.0,2.9722,0.9711,589.4674,535.4032,73.6103
0.81,49.0,2.9722,0.9711,589.4674,535.4032,73.6103
0.81,49.0,2.9722,0.9711,589.4674,535.4032,73.6103
0.81,17.0,3.1389,0.9715,628.7474,573.7337,46.6734
0.81,18.0,3.1389,0.9714,627.5852,572.6269,47.512
0.81,18.0,3.1389,0.9714,627.5852,570.3985,49.1902
0.81,20.0,3.1389,0.9713,625.2501,570.3985,49.1902
0.81,22.0,3.1389,0.9712,622.9003,568.1501,50.8693
0.81,22.0,3.1389,0.9712,622.9003,568.1501,51.7091
0.81,23.0,3.1389,0.9711,621.7197,567.0184,51.7091
0.81,23.0,3.1389,0.971,619.3468,564.7389,53.3894
0.81,25.0,3.1389,0.971,619.3468,564.7389,53.3894
0.81,25.0,3.1389,0.971,619.3468,564.7389,53.3894
0.81,25.0,3.1389,0.971,619.3468,564.7389,53.3894
0.81,29.0,3.1389,0.9708,614.5528,560.1132,56.7532
0.81,29.0,3.1389,0.9708,614.5528,560.1132,56.7532
0.81,29.0,3.1389,0.9708,614.5528,560.1132,56.7532
0.81,29.0,3.1389,0.9708,610.913,556.5872,59.2753
0.81,32.0,3.1389,0.9706,610.913,556.5872,59.2753
0.81,32.0,3.1389,0.9706,610.913,556.5872,59.2753
0.81,32.0,3.1389,0.9706,610.913,556.5872,59.2753
0.81,32.0,3.1389,0.9706,610.913,551.7992,62.6408
0.81,36.0,3.1389,0.9703,604.7568,550.5866,63.4821
0.81,37.0,3.1389,0.9703,604.7568,550.5866,63.4821
0.81,39.0,3.1389,0.9702,602.261,548.1412,65.1652
0.81,39.0,3.1389,0.9701,601.0057,546.9087,66.0065
0.81,40.0,3.1389,0.9701,601.0057,546.9087,66.0065
0.81,40.0,3.1389,0.9701,601.0057,546.9087,66.0065
0.81,40.0,3.1389,0.9701,601.0057,546.9087,66.0065
0.81,44.0,3.1389,0.9698,595.9325,541.9078,69.3718
0.81,44.0,3.1389,0.9698,595.9325,541.9078,69.3718
0.81,44.0,3.1389,0.9698,595.9325,541.9078,69.3718
0.81,47.0,3.1389,0.9696,592.0707,538.0799,71.8944
0.81,47.0,3.1389,0.9696,592.0707,538.0799,71.8944
0.81,47.0,3.1389,0.9696,592.0707,538.0799,71.8944
0.81,47.0,3.1389,0.9696,592.0707,534.1814,74.4154
0.81,50.0,3.1389,0.9694,588.1569,534.1814,74.4154
0.81,50.0,3.1389,0.9694,588.1569,534.1814,74.4154
0.81,50.0,3.1389,0.97,628.7474,573.8135,46.634
0.81,17.0,3.3056,0.97,628.7474,573.8135,46.634
0.81,17.0,3.3056,0.97,628.7474,573.8135,46.634
0.81,19.0,3.3056,0.9699,626.4195,571.5951,48.3119
0.81,19.0,3.3056,0.9699,626.4195,571.5951,48.3119
0.81,19.0,3.3056,0.9699,626.4195,571.5951,48.3119
0.81,19.0,3.3056,0.9699,626.4195,567.0971,51.6718
0.81,23.0,3.3056,0.9697,621.7197,567.0971,51.6718
0.81,23.0,3.3056,0.9697,621.7197,567.0971,51.6718
0.81,23.0,3.3056,0.9697,621.7197,567.0971,51.6718
0.81,26.0,3.3056,0.9695,618.1544,563.6721,54.1916
0.81,27.0,3.3056,0.9694,616.958,562.5192,55.0323
0.81,27.0,3.3056,0.9694,616.958,560.1963,56.7142
0.81,29.0,3.3056,0.9693,614.5528,560.1963,56.7142
0.81,29.0,3.3056,0.9693,614.5528,560.1963,56.7142
0.81,29.0,3.3056,0.9693,614.5528,556.6691,59.2379
0.81,32.0,3.3056,0.9691,610.913,556.6691,59.2379
0.81,33.0,3.3056,0.969,609.691,555.4817,60.0792
0.81,33.0,3.3056,0.9689,607.2332,553.088,61.7624
0.81,35.0,3.3056,0.9689,607.2332,553.088,61.7624
0.81,36.0,3.3056,0.9689,605.9974,551.8819,62.6039
0.81,36.0,3.3056,0.9689,603.5113,549.4501,64.2872
0.81,38.0,3.3056,0.9687,603.5113,549.4501,64.2872
0.81,39.0,3.3056,0.9686,602.261,548.2246,65.1287
0.81,39.0,3.3056,0.9686,599.7452,545.7526,66.8119
0.81,41.0,3.3056,0.9685,599.7452,545.7526,66.8119
0.81,42.0,3.3056,0.9684,598.4796,544.5064,67.6533
0.81,42.0,3.3056,0.9684,598.4796,544.5064,67.6533
0.81,42.0,3.3056,0.9684,598.4796,544.5064,67.6533
0.81,42.0,3.3056,0.9684,593.3636,539.4456,71.0201
0.81,46.0,3.3056,0.9682,593.3636,539.4456,71.0201
0.81,46.0,3.3056,0.9682,593.3636,539.4456,71.0201
0.81,48.0,3.3056,0.968,590.772,536.8742,72.6996
0.81,48.0,3.3056,0.968,590.772,536.8742,72.6996
0.81,48.0,3.3056,0.968,590.772,536.8742,72.6996
0.81,48.0,3.3056,0.968,590.772,536.8742,72.6996
0.81,48.0,3.3056,0.968,590.772,536.8742,46.5947
0.81,17.0,3.4722,0.9685,628.7474,573.893,46.5947
0.81,17.0,3.4722,0.9685,628.7474,573.893,46.5947
0.81,19.0,3.4722,0.9684,626.4195,571.6749,48.2729
0.81,19.0,3.4722,0.9684,626.4195,571.6749,48.2729
0.81,19.0,3.4722,0.9684,626.4195,571.6749,48.2729
0.81,19.0,3.4722,0.9682,621.7197,567.1774,51.6333
0.81,23.0,3.4722,0.9682,621.7197,567.1774,51.6333
0.81,23.0,3.4722,0.9682,621.7197,567.1774,51.6333
0.81,23.0,3.4722,0.9682,621.7197,567.1774,51.6333
0.81,23.0,3.4722,0.9682,621.7197,567.1774,51.6333
0.81,28.0,3.4722,0.9679,615.7575,561.4399,55.8365
0.81,28.0,3.4722,0.9679,615.7575,561.4399,55.8365
0.81,28.0,3.4722,0.9679,615.7575,561.4399,55.8365
0.81,28.0,3.4722,0.9679,615.7575,561.4399,55.8365
0.81,28.0,3.4722,0.9679,615.7575,561.4399,55.8365
0.81,32.0,3.4722,0.9676,610.913,556.7507,60.0421
0.81,33.0,3.4722,0.9675,609.691,555.5635,60.0421
0.81,33.0,3.4722,0.9675,609.691,555.5635,60.0421
0.81,33.0,3.4722,0.9675,609.691,555.5635,60.0421
0.81,33.0,3.4722,0.9675,609.691,555.5635,60.0421
0.81,33.0,3.4722,0.9675,609.691,555.5635,60.0421
0.81,33.0,3.4722,0.9675,609.691,555.5635,60.0421
0.81,33.0,3.4722,0.9675,609.691,555.5635,60.0421
0.81,41.0,3.4722,0.967,599.7452,545.8361,66.7758
0.81,42.0,3.4722,0.9669,598.4796,544.59,67.6175
0.81,42.0,3.4722,0.9668,597.2088,543.3367,68.459
0.81,43.0,3.4722,0.9668,597.2088,543.3367,68.459
0.81,43.0,3.4722,0.9668,597.2088,543.3367,68.459
0.81,43.0,3.4722,0.9668,597.2088,543.3367,68.459
0.81,43.0,3.4722,0.9668,597.2088,543.3367,68.459
0.81,43.0,3.4722,0.9665,590.772,536.9566,72.6663
0.81,48.0,3.4722,0.9665,590.772,536.9566,72.6663
0.81,48.0,3.4722,0.9665,590.772,536.9566,72.6663
0.81,48.0,3.4722,0.9665,590.772,536.9566,72.6663
0.81,48.0,3.4722,0.9665,590.772,536.9566,72.6663
0.81,16.0,3.6389,0.9672,628.7474,573.9723,46.5555
0.81,17.0,3.6389,0.9671,627.5852,572.8658,47.3946
0.81,18.0,3.6389,0.967,627.5852,572.8658,47.3946
0.81,18.0,3.6389,0.967,627.5852,572.8658,47.3946
0.81,20.0,3.6389,0.9669,625.2501,570.6381,49.0736
0.81,22.0,3.6389,0.9668,622.9003,568.3905,50.7534
0.81,22.0,3.6389,0.9668,622.9003,568.3905,50.7534
0.81,22.0,3.6389,0.9668,622.9003,568.3905,50.7534
0.81,22.0,3.6389,0.9668,622.9003,568.3905,53.2748
0.81,25.0,3.6389,0.9666,619.3468,564.9805,53.2748
0.81,25.0,3.6389,0.9666,619.3468,564.9805,53.2748
0.81,25.0,3.6389,0.9666,619.3468,564.9805,53.2748
0.81,25.0,3.6389,0.9666,619.3468,564.9805,53.2748
0.81,25.0,3.6389,0.9666,619.3468,564.9805,57.4815
0.81,30.0,3.6389,0.9662,612.1306,558.0135,58.3218
0.81,31.0,3.6389,0.9662,612.1306,558.0135,58.3218
0.81,31.0,3.6389,0.9662,612.1306,558.0135,58.3218
0.81,31.0,3.6389,0.9662,608.4644,554.4515,60.847
0.81,34.0,3.6389,0.966,608.4644,554.4515,60.847
0.81,34.0,3.6389,0.966,608.4644,554.4515,60.847
0.81,34.0,3.6389,0.966,608.4644,554.4515,60.847
0.81,34.0,3.6389,0.966,608.4644,554.4515,60.847
0.81,34.0,3.6389,0.966,608.4644,554.4515,60.847
0.81,34.0,3.6389,0.966,608.4644,554.4515,60.847
0.81,40.0,3.6389,0.9655,599.7452,545.9191,66.74
0.81,41.0,3.6389,0.9655,599.7452,544.6732,67.5817
0.81,42.0,3.6389,0.9654,598.4796,544.6732,67.5817
0.81,42.0,3.6389,0.9654,598.4796,544.6732,67.5817
0.81,42.0,3.6389,0.9654,598.4796,544.6732,67.5817
0.81,45.0,3.6389,0.9651,593.3636,539.6171,70.9478
0.81,46.0,3.6389,0.9651,593.3636,539.6171,70.9478
0.81,46.0,3.6389,0.9651,593.3636,539.6171,70.9478
0.81,46.0,3.6389,0.9651,593.3636,539.6171,70.9478
0.81,46.0,3.6389,0.9647,588.1569,534.4353,74.3131
0.81,50.0,3.6389,0.9647,588.1569,534.4353,74.3131
0.81,50.0,3.6389,0.9647,588.1569,534.4353,74.3131
0.81,50.0,3.6389,0.9647,588.1569,534.4353,74.3131
0.81,50.0,3.6389,0.9647,627.5852,572.9449,47.3557
0.81,19.0,3.8056,0.9655,626.4195,571.8337,48.1951
0.81,19.0,3.8056,0.9655,626.4195,571.8337,48.1951
0.81,19.0,3.8056,0.9655,626.4195,571.8337,48.1951
0.81,19.0,3.8056,0.9655,626.4195,571.8337,48.1951
0.81,19.0,3.8056,0.9655,626.4195,571.8337,48.1951
0.81,19.0,3.8056,0.9652,620.5352,566.2008,52.3972
0.81,25.0,3.8056,0.9651,619.3468,565.0606,53.2367
0.81,25.0,3.8056,0.9651,619.3468,563.9135,54.0776
0.81,26.0,3.8056,0.965,618.1544,563.9135,54.0776
0.81,26.0,3.8056,0.965,618.1544,563.9135,54.0776
0.81,26.0,3.8056,0.965,618.1544,563.9135,54.0776
0.81,30.0,3.8056,0.9648,613.3439,559.2678,57.4443
0.81,30.0,3.8056,0.9648,613.3439,559.2678,57.4443
0.81,30.0,3.8056,0.9648,613.3439,559.2678,59.1265
0.81,32.0,3.8056,0.9646,610.913,556.9132,59.1265
0.81,33.0,3.8056,0.9645,609.691,555.7262,59.9682
0.81,33.0,3.8056,0.9645,609.691,555.7262,59.9682
0.81,33.0,3.8056,0.9645,609.691,555.7262,59.9682
0.81,33.0,3.8056,0.9645,609.691,555.7262,59.9682
0.81,33.0,3.8056,0.9645,609.691,555.7262,59.9682
0.81,33.0,3.8056,0.9645,609.691,555.7262,59.9682
0.81,33.0,3.8056,0.9645,609.691,555.7262,59.9682
0.81,40.0,3.8056,0.964,601.0057,547.2404,65.8623
0.81,42.0,3.8056,0.9639,598.4796,544.756,67.5462
0.81,42.0,3.8056,0.9639,598.4796,544.756,67.5462
0.81,42.0,3.8056,0.9639,598.4796,544.756,67.5462
0.81,42.0,3.8056,0.9639,598.4796,544.756,67.5462
0.81,42.0,3.8056,0.9639,598.4796,544.756,67.5462
0.81,47.0,3.8056,0.9634,592.0707,538.416,71.7556
0.81,47.0,3.8056,0.9634,592.0707,538.416,71.7556
0.81,47.0,3.8056,0.9634,592.0707,538.416,73.436
0.81,49.0,3.8056,0.9633,589.4674,535.8298,73.436
0.81,49.0,3.8056,0.9633,589.4674,535.8298,73.436
0.81,49.0,3.8056,0.9633,589.4674,535.8298,73.436
0.81,49.0,3.8056,0.9642,628.7474,574.13,46.4775
0.81,18.0,3.9722,0.9641,627.5852,573.0238,47.3168
0.81,18.0,3.9722,0.9641,626.4195,571.9127,48.1564
0.81,19.0,3.9722,0.9641,626.4195,571.9127,48.9963
0.81,20.0,3.9722,0.964,625.2501,570.7967,48.9963
0.81,21.0,3.9722,0.9639,624.0771,569.6757,49.8364
0.81,21.0,3.9722,0.9638,621.7197,567.4183,51.5173
0.81,23.0,3.9722,0.9638,621.7197,566.2821,52.3579
0.81,24.0,3.9722,0.9637,620.5352,566.2821,52.3579
0.81,24.0,3.9722,0.9637,620.5352,566.2821,52.3579
0.81,24.0,3.9722,0.9637,620.5352,566.2821,52.3579
0.81,27.0,3.9722,0.9635,616.958,562.8408,55.7226
0.81,28.0,3.9722,0.9634,615.7575,561.683,55.7226
0.81,28.0,3.9722,0.9634,615.7575,561.683,55.7226
0.81,28.0,3.9722,0.9634,615.7575,561.683,55.7226
0.81,31.0,3.9722,0.9632,610.913,556.9941,59.0895
0.81,32.0,3.9722,0.9631,610.913,556.9941,59.0895
0.81,32.0,3.9722,0.9631,610.913,556.9941,59.0895
0.81,32.0,3.9722,0.9631,610.913,553.4149,61.6157
0.81,36.0,3.9722,0.9628,605.9974,552.2096,62.4577
0.81,36.0,3.9722,0.9628,605.9974,552.2096,62.4577
0.81,36.0,3.9722,0.9628,605.9974,552.2096,62.4577
0.81,36.0,3.9722,0.9628,605.9974,552.2096,62.4577
0.81,39.0,3.9722,0.9626,602.261,548.5544,64.9844
0.81,39.0,3.9722,0.9626,602.261,548.5544,64.9844
0.81,39.0,3.9722,0.9626,602.261,544.8387,67.5107
0.81,42.0,3.9722,0.9623,598.4796,544.8387,67.5107
0.81,42.0,3.9722,0.9623,598.4796,542.3263,69.1946
0.81,44.0,3.9722,0.9622,595.9325,541.0592,70.0363
0.81,45.0,3.9722,0.9621,593.3636,539.7845,70.8779
0.81,46.0,3.9722,0.962,593.3636,539.7845,70.8779
0.81,47.0,3.9722,0.9619,592.0707,537.2119,72.5607
0.81,48.0,3.9722,0.9618,590.772,535.9138,73.4018
0.81,49.0,3.9722,0.9617,589.4674,535.9138,73.4018
0.81,49.0,3.9722,0.9617,589.4674,535.9138,73.4018
0.81,49.0,3.9722,0.9617,589.4674,535.9138,73.4018
0.81,49.0,3.9722,0.9628,628.7474,574.2085,46.4387
0.81,18.0,4.1389,0.9627,627.5852,573.1025,47.2781
0.81,18.0,4.1389,0.9627,627.5852,573.1025,47.2781
0.81,19.0,4.1389,0.9626,626.4195,571.9915,48.1179
0.81,19.0,4.1389,0.9626,624.0771,569.7546,49.7981
0.81,21.0,4.1389,0.9625,624.0771,569.7546,49.7981
0.81,22.0,4.1389,0.9624,622.9003,568.6287,50.6385
0.81,24.0,4.1389,0.9623,620.5352,566.3613,52.3201
0.81,25.0,4.1389,0.9622,619.3468,565.2199,53.1611
0.81,25.0,4.1389,0.9622,619.3468,565.2199,53.1611
0.81,25.0,4.1389,0.9622,619.3468,565.2199,53.1611
0.81,25.0,4.1389,0.9622,619.3468,565.2199,55.6853
0.81,28.0,4.1389,0.962,614.5528,560.5995,56.5269
0.81,29.0,4.1389,0.9619,614.5528,560.5995,56.5269
0.81,29.0,4.1389,0.9619,614.5528,560.5995,56.5269
0.81,29.0,4.1389,0.9619,614.5528,560.5995,56.5269
0.81,32.0,4.1389,0.9616,610.913,557.0745,59.0527
0.81,32.0,4.1389,0.9616,610.913,557.0745,59.0527
0.81,32.0,4.1389,0.9616,610.913,557.0745,59.0527
0.81,32.0,4.1389,0.9616,605.9974,552.2907,62.4216
0.81,36.0,4.1389,0.9613,605.9974,552.2907,62.4216
0.81,36.0,4.1389,0.9613,605.9974,552.2907,62.4216
0.81,38.0,4.1389,0.9612,602.261,548.6363,64.9484
0.81,39.0,4.1389,0.9611,602.261,548.6363,64.9484
0.81,40.0,4.1389,0.961,601.0057,547.4049,65.7908
0.81,40.0,4.1389,0.961,601.0057,547.4049,65.7908
0.81,40.0,4.1389,0.961,601.0057,543.6687,68.3175
0.81,43.0,4.1389,0.9607,597.2088,543.6687,68.3175
0.81,43.0,4.1389,0.9607,597.2088,543.6687,68.3175
0.81,43.0,4.1389,0.9607,597.2088,543.6687,68.3175
0.81,43.0,4.1389,0.9607,597.2088,543.6687,68.3175
0.81,43.0,4.1389,0.9607,597.2088,543.6687,68.3175
0.81,43.0,4.1389,0.9607,597.2088,543.6687,68.3175
0.81,49.0,4.1389,0.9602,589.4674,535.9976,73.3675
0.81,49.0,4.1389,0.9602,589.4674,535.9976,73.3675
0.81,51.0,4.1389,0.96,586.8402,533.3777,75.049
0.81,51.0,4.1389,0.96,586.8402,533.3777,75.049
0.81,51.0,4.1389,0.96,586.8402,533.3777,75.049
0.81,51.0,4.1389,0.96,586.8402,533.3777,75.049
0.81,20.0,4.3056,0.9611,625.2501,570.954,48.9196
0.81,20.0,4.3056,0.9611,625.2501,570.954,48.9196
0.81,20.0,4.3056,0.9611,625.2501,570.954,48.9196
0.81,20.0,4.3056,0.9611,625.2501,570.954,48.9196
0.81,20.0,4.3056,0.9611,625.2501,570.954,48.9196
0.81,25.0,4.3056,0.9607,619.3468,565.2975,53.1246
0.81,25.0,4.3056,0.9607,619.3468,565.2975,53.1246
0.81,27.0,4.3056,0.9606,616.958,563.0001,54.8064
0.81,27.0,4.3056,0.9606,616.958,563.0001,54.8064
0.81,27.0,4.3056,0.9606,616.958,563.0001,54.8064
0.81,30.0,4.3056,0.9603,613.3439,559.5102,57.3318
0.81,30.0,4.3056,0.9603,613.3439,559.5102,57.3318
0.81,30.0,4.3056,0.9603,613.3439,559.5102,57.3318
0.81,30.0,4.3056,0.9603,613.3439,559.5102,57.3318
0.81,33.0,4.3056,0.9601,609.691,555.9682,59.8583
0.81,33.0,4.3056,0.9601,609.691,555.9682,59.8583
0.81,33.0,4.3056,0.9601,609.691,555.9682,59.8583
0.81,37.0,4.3056,0.9598,604.7568,551.1604,63.2278
0.81,37.0,4.3056,0.9598,604.7568,551.1604,63.2278
0.81,38.0,4.3056,0.9597,603.5113,549.9424,64.0703
0.81,38.0,4.3056,0.9597,603.5113,549.9424,64.0703
0.81,38.0,4.3056,0.9597,603.5113,549.9424,64.0703
0.81,42.0,4.3056,0.9593,598.4796,545.0033,67.44
0.81,42.0,4.3056,0.9593,598.4796,545.0033,67.44
0.81,42.0,4.3056,0.9593,598.4796,545.0033,67.44
0.81,42.0,4.3056,0.9593,598.4796,545.0033,67.44
0.81,42.0,4.3056,0.9593,598.4796,545.0033,67.44
0.81,42.0,4.3056,0.9593,598.4796,545.0033,67.44
0.81,42.0,4.3056,0.9593,598.4796,545.0033,67.44
0.81,48.0,4.3056,0.9588,590.772,537.379,72.4919
0.81,48.0,4.3056,0.9588,590.772,537.379,72.4919
0.81,50.0,4.3056,0.9586,588.1569,534.7761,74.1741
0.81,50.0,4.3056,0.9586,588.1569,534.7761,74.1741
0.81,50.0,4.3056,0.9586,628.7474,574.3648,46.3614
0.81,17.0,4.4722,0.9599,628.7474,574.3648,46.3614
0.81,17.0,4.4722,0.9599,628.7474,572.1481,48.0411
0.81,19.0,4.4722,0.9597,626.4195,572.1481,48.0411
0.81,19.0,4.4722,0.9597,626.4195,572.1481,48.0411
0.81,19.0,4.4722,0.9597,626.4195,572.1481,48.0411
0.81,19.0,4.4722,0.9597,626.4195,572.1481,48.0411
0.81,19.0,4.4722,0.9597,626.4195,572.1481,48.0411
0.81,25.0,4.4722,0.9593,619.3468,565.3766,53.087
0.81,25.0,4.4722,0.9593,619.3468,565.3766,53.087
0.81,25.0,4.4722,0.9593,619.3468,565.3766,53.087
0.81,27.0,4.4722,0.9591,616.958,563.0794,54.7691
0.81,27.0,4.4722,0.9591,616.958,563.0794,54.7691
0.81,27.0,4.4722,0.9591,616.958,563.0794,54.7691
0.81,30.0,4.4722,0.9589,613.3439,559.5899,57.2949
0.81,30.0,4.4722,0.9589,613.3439,559.5899,57.2949
0.81,32.0,4.4722,0.9587,610.913,557.2348,58.9794
