vessel_volume,feed_temperature,feed_mass_flow,tr2-butene_mass_fr,feed_mass_dens,prod_mass_dens,prod_temperature
1.71,37.0,3.8056,0.9826,602.261,547.4638,65.461
1.71,39.0,3.8056,0.9826,602.261,547.4638,65.461
1.71,39.0,3.8056,0.9826,602.261,544.9881,67.1415
1.71,41.0,3.8056,0.9826,598.4796,543.7399,67.9815
1.71,42.0,3.8056,0.9825,598.4796,543.7399,67.9815
1.71,42.0,3.8056,0.9825,598.4796,543.7399,67.9815
1.71,42.0,3.8056,0.9825,598.4796,543.7399,67.9815
1.71,42.0,3.8056,0.9825,598.4796,543.7399,67.9815
1.71,42.0,3.8056,0.9825,598.4796,543.7399,67.9815
1.71,47.0,3.8056,0.9823,592.0707,537.3854,72.1821
1.71,47.0,3.8056,0.9823,592.0707,537.3854,72.1821
1.71,49.0,3.8056,0.9822,589.4674,534.7929,73.8587
1.71,49.0,3.8056,0.9822,589.4674,534.7929,73.8587
1.71,49.0,3.8056,0.9822,589.4674,534.7929,73.8587
1.71,16.0,3.9722,0.9827,629.906,574.2265,46.137
1.71,16.0,3.9722,0.9827,629.906,574.2265,46.137
1.71,18.0,3.9722,0.9826,627.5852,572.0158,47.8121
1.71,20.0,3.9722,0.9826,625.2501,569.7855,49.4882
1.71,20.0,3.9722,0.9826,625.2501,569.7855,50.3266
1.71,21.0,3.9722,0.9825,624.0771,568.663,50.3266
1.71,21.0,3.9722,0.9825,624.0771,568.663,50.3266
1.71,21.0,3.9722,0.9825,624.0771,565.2642,52.8431
1.71,25.0,3.9722,0.9824,619.3468,564.1208,53.6822
1.71,25.0,3.9722,0.9824,618.1544,562.972,54.5216
1.71,26.0,3.9722,0.9824,618.1544,561.8176,55.3611
1.71,27.0,3.9722,0.9823,616.958,561.8176,55.3611
1.71,27.0,3.9722,0.9823,616.958,561.8176,55.3611
1.71,29.0,3.9722,0.9823,614.5528,559.492,57.0407
1.71,29.0,3.9722,0.9823,614.5528,559.492,57.0407
1.71,29.0,3.9722,0.9823,614.5528,559.492,57.0407
1.71,33.0,3.9722,0.9821,609.691,554.7714,60.4011
1.71,33.0,3.9722,0.9821,609.691,554.7714,60.4011
1.71,33.0,3.9722,0.9821,609.691,554.7714,60.4011
1.71,33.0,3.9722,0.9821,605.9974,551.1668,62.9222
1.71,36.0,3.9722,0.982,605.9974,549.9528,63.7624
1.71,37.0,3.9722,0.982,604.7568,549.9528,63.7624
1.71,37.0,3.9722,0.982,604.7568,549.9528,63.7624
1.71,37.0,3.9722,0.982,601.0057,546.27,66.2837
1.71,40.0,3.9722,0.9818,601.0057,546.27,66.2837
1.71,40.0,3.9722,0.9818,601.0057,546.27,66.2837
1.71,40.0,3.9722,0.9818,601.0057,546.27,66.2837
1.71,40.0,3.9722,0.9818,601.0057,546.27,66.2837
1.71,40.0,3.9722,0.9818,594.6508,539.9901,70.4857
1.71,45.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,46.0,3.9722,0.9816,593.3636,538.7147,71.3239
1.71,21.0,4.1389,0.9818,624.0771,568.6997,50.3094
1.71,21.0,4.1389,0.9818,624.0771,567.5744,51.1464
1.71,22.0,4.1389,0.9818,622.9003,567.5744,51.1464
1.71,22.0,4.1389,0.9818,622.9003,567.5744,51.1464
1.71,22.0,4.1389,0.9818,622.9003,567.5744,51.1464
1.71,25.0,4.1389,0.9817,619.3468,564.16,53.6637
1.71,26.0,4.1389,0.9817,618.1544,563.0113,54.5031
1.71,27.0,4.1389,0.9816,616.958,561.8571,55.3427
1.71,27.0,4.1389,0.9816,616.958,561.8571,55.3427
1.71,27.0,4.1389,0.9816,616.958,561.8571,55.3427
1.71,30.0,4.1389,0.9815,613.3439,558.3603,57.8625
1.71,30.0,4.1389,0.9815,613.3439,558.3603,57.8625
1.71,33.0,4.1389,0.9814,609.691,554.8112,60.3831
1.71,33.0,4.1389,0.9813,608.4644,553.6163,61.2233
1.71,34.0,4.1389,0.9813,607.2332,552.4149,62.0637
1.71,35.0,4.1389,0.9813,607.2332,552.4149,62.0637
1.71,35.0,4.1389,0.9813,607.2332,552.4149,62.0637
1.71,35.0,4.1389,0.9813,607.2332,552.4149,62.0637
1.71,35.0,4.1389,0.9813,607.2332,552.4149,62.0637
1.71,35.0,4.1389,0.9811,601.0057,546.3083,66.2676
1.71,40.0,4.1389,0.9811,601.0057,546.3083,66.2676
1.71,40.0,4.1389,0.9811,601.0057,546.3083,66.2676
1.71,40.0,4.1389,0.9811,601.0057,546.3083,66.2676
1.71,40.0,4.1389,0.9811,601.0057,546.3083,66.2676
1.71,40.0,4.1389,0.9811,601.0057,546.3083,70.4685
1.71,45.0,4.1389,0.9809,593.3636,538.7559,71.3068
1.71,46.0,4.1389,0.9808,593.3636,538.7559,71.3068
1.71,46.0,4.1389,0.9808,593.3636,538.7559,71.3068
1.71,46.0,4.1389,0.9807,589.4674,534.8757,73.8252
1.71,49.0,4.1389,0.9807,589.4674,534.8757,73.8252
1.71,49.0,4.1389,0.9807,589.4674,534.8757,73.8252
1.71,49.0,4.1389,0.9807,589.4674,534.8757,73.8252
1.71,49.0,4.1389,0.9807,589.4674,534.8757,73.8252
1.71,17.0,4.3056,0.9813,627.5852,572.0935,47.774
1.71,18.0,4.3056,0.9812,627.5852,570.9809,48.6121
1.71,19.0,4.3056,0.9812,626.4195,570.9809,48.6121
1.71,20.0,4.3056,0.9812,625.2501,569.8635,49.4504
1.71,21.0,4.3056,0.9811,624.0771,568.741,50.2889
1.71,21.0,4.3056,0.9811,624.0771,568.741,50.2889
1.71,21.0,4.3056,0.9811,624.0771,568.741,50.2889
1.71,24.0,4.3056,0.981,620.5352,565.3425,52.8058
1.71,25.0,4.3056,0.981,619.3468,564.1993,53.6451
1.71,25.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,27.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,27.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,27.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,27.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,27.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,27.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,27.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,27.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,27.0,4.3056,0.9809,616.958,561.8963,55.3243
1.71,36.0,4.3056,0.9805,605.9974,551.2448,62.8881
1.71,36.0,4.3056,0.9805,605.9974,551.2448,62.8881
1.71,36.0,4.3056,0.9805,605.9974,551.2448,62.8881
1.71,36.0,4.3056,0.9805,601.0057,546.3512,66.2485
1.71,40.0,4.3056,0.9804,601.0057,546.3512,66.2485
1.71,40.0,4.3056,0.9804,601.0057,546.3512,66.2485
1.71,43.0,4.3056,0.9802,597.2088,542.6069,68.7696
1.71,43.0,4.3056,0.9802,597.2088,542.6069,68.7696
1.71,43.0,4.3056,0.9802,597.2088,542.6069,68.7696
1.71,46.0,4.3056,0.9801,593.3636,538.7969,71.2897
1.71,47.0,4.3056,0.98,592.0707,537.5118,72.1293
1.71,47.0,4.3056,0.98,592.0707,537.5118,72.1293
1.71,47.0,4.3056,0.98,592.0707,537.5118,72.1293
1.71,50.0,4.3056,0.9799,588.1569,533.6079,74.6473
1.71,50.0,4.3056,0.9799,588.1569,533.6079,74.6473
1.71,50.0,4.3056,0.9799,588.1569,533.6079,74.6473
1.71,16.0,4.4722,0.9806,629.906,574.3424,46.9171
1.71,17.0,4.4722,0.9805,628.7474,573.2398,46.9171
1.71,18.0,4.4722,0.9805,627.5852,572.1322,47.755
1.71,18.0,4.4722,0.9805,627.5852,572.1322,47.755
1.71,18.0,4.4722,0.9805,627.5852,572.1322,47.755
1.71,22.0,4.4722,0.9804,622.9003,567.6505,51.1103
1.71,22.0,4.4722,0.9804,622.9003,567.6505,51.1103
1.71,22.0,4.4722,0.9804,622.9003,567.6505,51.1103
1.71,22.0,4.4722,0.9804,622.9003,567.6505,51.1103
1.71,22.0,4.4722,0.9804,622.9003,567.6505,51.1103
1.71,26.0,4.4722,0.9802,618.1544,563.088,55.3059
1.71,27.0,4.4722,0.9802,616.958,561.9357,55.3059
1.71,28.0,4.4722,0.9801,615.7575,560.776,56.1457
1.71,28.0,4.4722,0.9801,615.7575,560.776,56.1457
1.71,28.0,4.4722,0.9801,615.7575,560.776,56.1457
1.71,32.0,4.4722,0.98,610.913,556.0798,59.5066
1.71,32.0,4.4722,0.98,610.913,556.0798,59.5066
1.71,34.0,4.4722,0.9799,608.4644,553.696,61.1875
1.71,35.0,4.4722,0.9798,607.2332,552.4949,62.0279
1.71,36.0,4.4722,0.9798,605.9974,551.2874,62.8685
1.71,36.0,4.4722,0.9798,605.9974,551.2874,62.8685
1.71,37.0,4.4722,0.9797,604.7568,550.0734,63.7091
1.71,39.0,4.4722,0.9797,602.261,547.6256,65.3904
1.71,39.0,4.4722,0.9797,602.261,547.6256,65.3904
1.71,39.0,4.4722,0.9797,602.261,547.6256,67.0715
1.71,41.0,4.4722,0.9796,599.7452,543.903,67.9118
1.71,42.0,4.4722,0.9795,598.4796,543.903,67.9118
1.71,42.0,4.4722,0.9795,598.4796,543.903,67.9118
1.71,42.0,4.4722,0.9795,598.4796,540.1154,70.4327
1.71,45.0,4.4722,0.9794,594.6508,540.1154,70.4327
1.71,45.0,4.4722,0.9794,594.6508,540.1154,70.4327
1.71,45.0,4.4722,0.9794,594.6508,540.1154,70.4327
1.71,45.0,4.4722,0.9792,589.4674,534.9563,73.793
1.71,49.0,4.4722,0.9792,589.4674,534.9563,73.793
1.71,49.0,4.4722,0.9791,586.8402,532.3324,75.469
1.71,51.0,4.6389,0.9783,586.8402,532.3736,75.4526
1.71,51.0,4.6389,0.9783,586.8402,532.3736,75.4526
1.71,51.0,4.6389,0.9783,586.8402,532.3736,75.4526
1.71,51.0,4.6389,0.9783,626.4195,571.0583,48.5743
1.71,19.0,4.6389,0.9798,626.4195,571.0583,48.5743
1.71,20.0,4.6389,0.9797,625.2501,569.941,49.4127
1.71,20.0,4.6389,0.9796,622.9003,567.6911,51.0903
1.71,22.0,4.6389,0.9796,622.9003,567.6911,51.9293
1.71,23.0,4.6389,0.9796,621.7197,566.5586,51.9293
1.71,24.0,4.6389,0.9796,620.5352,565.4207,52.7686
1.71,24.0,4.6389,0.9796,620.5352,565.4207,52.7686
1.71,24.0,4.6389,0.9796,620.5352,565.4207,52.7686
1.71,27.0,4.6389,0.9794,616.958,561.9748,55.2876
1.71,28.0,4.6389,0.9794,615.7575,560.8153,56.1274
1.71,29.0,4.6389,0.9794,614.5528,559.6501,56.9675
1.71,29.0,4.6389,0.9794,614.5528,559.6501,56.9675
1.71,29.0,4.6389,0.9794,614.5528,559.6501,56.9675
1.71,29.0,4.6389,0.9794,614.5528,559.6501,56.9675
1.71,29.0,4.6389,0.9794,608.4644,553.7333,61.1713
1.71,35.0,4.6389,0.9791,607.2332,552.5348,62.0101
1.71,35.0,4.6389,0.9791,605.9974,551.3274,62.8507
1.71,36.0,4.6389,0.9791,605.9974,551.3274,62.8507
1.71,36.0,4.6389,0.9791,605.9974,551.3274,62.8507
1.71,39.0,4.6389,0.9789,602.261,547.6659,65.3728
1.71,39.0,4.6389,0.9789,602.261,547.6659,65.3728
1.71,39.0,4.6389,0.9789,602.261,545.1912,67.054
1.71,41.0,4.6389,0.9788,598.4796,543.9436,67.8944
1.71,42.0,4.6389,0.9788,598.4796,543.9436,67.8944
1.71,42.0,4.6389,0.9788,598.4796,543.9436,67.8944
1.71,45.0,4.6389,0.9786,594.6508,540.1564,70.4154
1.71,45.0,4.6389,0.9786,594.6508,540.1564,70.4154
1.71,47.0,4.6389,0.9785,592.0707,537.5942,72.0953
1.71,47.0,4.6389,0.9785,592.0707,537.5942,72.0953
1.71,47.0,4.6389,0.9785,592.0707,537.5942,72.0953
1.71,50.0,4.6389,0.9784,588.1569,533.6911,74.6137
1.71,50.0,4.6389,0.9784,588.1569,533.6911,74.6137
1.71,50.0,4.8056,0.9792,629.906,574.4194,46.0415
1.71,16.0,4.8056,0.9792,629.906,574.4194,46.0415
1.71,18.0,4.8056,0.9791,627.5852,572.2092,47.7172
1.71,18.0,4.8056,0.9791,627.5852,572.2092,47.7172
1.71,18.0,4.8056,0.9791,627.5852,572.2092,47.7172
1.71,18.0,4.8056,0.9791,627.5852,572.2092,47.7172
1.71,18.0,4.8056,0.9791,627.5852,572.2092,47.7172
1.71,22.0,4.8056,0.9789,622.9003,567.7282,51.0729
1.71,22.0,4.8056,0.9789,622.9003,567.7282,51.0729
1.71,22.0,4.8056,0.9789,622.9003,567.7282,51.0729
1.71,22.0,4.8056,0.9789,622.9003,567.7282,51.0729
1.71,22.0,4.8056,0.9789,616.958,562.0124,55.2703
1.71,27.0,4.8056,0.9787,616.958,562.0124,55.2703
1.71,27.0,4.8056,0.9787,616.958,562.0124,55.2703
1.71,27.0,4.8056,0.9787,613.3439,558.5182,57.7897
1.71,30.0,4.8056,0.9786,613.3439,558.5182,57.7897
1.71,30.0,4.8056,0.9786,613.3439,558.5182,57.7897
1.71,30.0,4.8056,0.9786,613.3439,558.5182,57.7897
1.71,30.0,4.8056,0.9786,613.3439,558.5182,61.1517
1.71,35.0,4.8056,0.9784,607.2332,552.5746,61.9923
1.71,36.0,4.8056,0.9783,605.9974,551.3673,62.833
1.71,36.0,4.8056,0.9783,604.7568,550.1535,63.6737
1.71,37.0,4.8056,0.9783,603.5113,548.9332,64.5144
1.71,39.0,4.8056,0.9782,602.261,547.7062,65.3552
1.71,39.0,4.8056,0.9782,602.261,547.7062,65.3552
1.71,40.0,4.8056,0.9781,601.0057,546.4725,66.1959
1.71,42.0,4.8056,0.978,598.4796,543.9839,67.8772
1.71,42.0,4.8056,0.978,597.2088,542.7292,68.7176
1.71,43.0,4.8056,0.978,597.2088,542.7292,68.7176
1.71,43.0,4.8056,0.978,597.2088,542.7292,68.7176
1.71,43.0,4.8056,0.978,597.2088,542.7292,68.7176
1.71,47.0,4.8056,0.9778,592.0707,537.6353,72.0783
1.71,47.0,4.8056,0.9778,592.0707,537.6353,72.0783
1.71,48.0,4.8056,0.9777,590.772,536.3425,72.9181
1.71,48.0,4.8056,0.9777,590.772,536.3425,72.9181
1.71,48.0,4.8056,0.9777,590.772,536.3425,72.9181
1.71,48.0,4.9722,0.9785,629.906,574.4578,46.0224
1.71,16.0,4.9722,0.9785,629.906,574.4578,46.0224
1.71,16.0,4.9722,0.9785,629.906,574.4578,46.0224
1.71,16.0,4.9722,0.9785,629.906,574.4578,46.0224
1.71,19.0,4.9722,0.9783,626.4195,571.1355,48.5366
1.71,19.0,4.9722,0.9783,626.4195,571.1355,48.5366
1.71,19.0,4.9722,0.9783,626.4195,571.1355,48.5366
1.71,22.0,4.9722,0.9782,622.9003,567.7686,51.053
1.71,22.0,4.9722,0.9782,622.9003,567.7686,51.053
1.71,22.0,4.9722,0.9782,622.9003,567.7686,51.053
1.71,25.0,4.9722,0.9781,619.3468,564.3554,53.5712
1.71,25.0,4.9722,0.9781,619.3468,564.3554,53.5712
1.71,25.0,4.9722,0.9781,619.3468,564.3554,56.091
1.71,28.0,4.9722,0.978,615.7575,560.8936,56.091
1.71,28.0,4.9722,0.978,615.7575,560.8936,56.091
1.71,28.0,4.9722,0.978,615.7575,560.8936,56.091
1.71,31.0,4.9722,0.9778,612.1306,557.3809,58.612
1.71,31.0,4.9722,0.9777,609.691,555.0099,60.2931
1.71,33.0,4.9722,0.9777,609.691,553.8153,61.1337
1.71,34.0,4.9722,0.9777,608.4644,553.8153,61.1337
1.71,35.0,4.9722,0.9776,607.2332,552.6144,61.9745
1.71,36.0,4.9722,0.9776,605.9974,551.4072,62.8152
1.71,37.0,4.9722,0.9775,604.7568,550.1935,63.656
1.71,39.0,4.9722,0.9774,602.261,547.7462,65.3377
1.71,39.0,4.9722,0.9774,601.0057,546.5127,66.1784
1.71,40.0,4.9722,0.9774,601.0057,546.5127,67.0191
1.71,41.0,4.9722,0.9773,599.7452,545.2722,67.0191
1.71,42.0,4.9722,0.9773,598.4796,544.0246,68.7003
1.71,43.0,4.9722,0.9772,597.2088,542.7698,68.7003
1.71,43.0,4.9722,0.9772,597.2088,542.7698,68.7003
1.71,43.0,4.9722,0.9772,597.2088,542.7698,68.7003
1.71,46.0,4.9722,0.9771,593.3636,538.9611,71.2214
1.71,46.0,4.9722,0.9771,593.3636,538.9611,71.2214
1.71,46.0,4.9722,0.9771,593.3636,538.9611,71.2214
1.71,46.0,4.9722,0.9769,588.1569,533.7715,74.5818
1.71,50.0,4.9722,0.9769,586.8402,532.457,75.4192
1.71,51.0,4.9722,0.9768,586.8402,532.457,75.4192
1.71,17.0,5.1389,0.9777,628.7474,573.3936,46.8413
1.71,18.0,5.1389,0.9777,627.5852,572.2863,47.6794
1.71,18.0,5.1389,0.9777,627.5852,571.1741,48.5177
1.71,19.0,5.1389,0.9776,626.4195,571.1741,48.5177
1.71,21.0,5.1389,0.9775,624.0771,568.9346,50.1953
1.71,21.0,5.1389,0.9775,622.9003,567.8075,51.0343
1.71,22.0,5.1389,0.9775,622.9003,566.675,51.8735
1.71,23.0,5.1389,0.9775,621.7197,566.675,51.8735
1.71,24.0,5.1389,0.9774,620.5352,565.5374,52.713
1.71,25.0,5.1389,0.9774,619.3468,564.3944,53.5527
1.71,25.0,5.1389,0.9774,619.3468,564.3944,53.5527
1.71,25.0,5.1389,0.9774,619.3468,564.3944,53.5527
1.71,25.0,5.1389,0.9774,619.3468,564.3944,53.5527
1.71,25.0,5.1389,0.9774,619.3468,564.3944,53.5527
1.71,25.0,5.1389,0.9774,619.3468,564.3944,53.5527
1.71,31.0,5.1389,0.9771,612.1306,557.419,58.5949
1.71,31.0,5.1389,0.9771,612.1306,557.419,58.5949
1.71,31.0,5.1389,0.9771,612.1306,557.419,58.5949
1.71,31.0,5.1389,0.9771,612.1306,557.419,58.5949
1.71,31.0,5.1389,0.9769,605.9974,551.4444,62.7993
1.71,36.0,5.1389,0.9769,605.9974,551.4444,62.7993
1.71,36.0,5.1389,0.9769,605.9974,551.4444,62.7993
1.71,39.0,5.1389,0.9767,602.261,547.7863,65.3202
1.71,39.0,5.1389,0.9767,602.261,547.7863,65.3202
1.71,39.0,5.1389,0.9767,602.261,547.7863,65.3202
1.71,39.0,5.1389,0.9767,602.261,547.7863,65.3202
1.71,39.0,5.1389,0.9765,597.2088,542.8101,68.6832
1.71,43.0,5.1389,0.9765,597.2088,542.8101,68.6832
1.71,43.0,5.1389,0.9765,597.2088,542.8101,68.6832
1.71,43.0,5.1389,0.9765,597.2088,542.8101,68.6832
1.71,43.0,5.1389,0.9765,597.2088,542.8101,68.6832
1.71,47.0,5.1389,0.9763,592.0707,537.7146,72.0462
1.71,47.0,5.1389,0.9763,592.0707,537.7146,72.0462
1.71,49.0,5.1389,0.9762,589.4674,535.1246,73.7237
1.71,51.0,5.1389,0.9761,586.8402,532.4988,75.4023
1.71,51.0,5.3056,0.9753,586.8402,532.5397,75.386
1.71,51.0,5.3056,0.977,628.7474,573.4319,46.8224
1.71,18.0,5.3056,0.977,627.5852,572.3247,47.6605
1.71,18.0,5.3056,0.977,626.4195,571.2125,48.4989
1.71,19.0,5.3056,0.9769,626.4195,571.2125,48.4989
1.71,20.0,5.3056,0.9769,625.2501,570.0954,49.3376
1.71,22.0,5.3056,0.9768,622.9003,567.846,51.0158
1.71,22.0,5.3056,0.9768,622.9003,567.846,51.0158
1.71,22.0,5.3056,0.9768,622.9003,567.846,51.0158
1.71,24.0,5.3056,0.9767,620.5352,565.576,53.5343
1.71,25.0,5.3056,0.9767,619.3468,564.4333,53.5343
1.71,25.0,5.3056,0.9767,619.3468,564.4333,53.5343
1.71,27.0,5.3056,0.9766,616.958,562.1311,55.2143
1.71,28.0,5.3056,0.9765,615.7575,560.972,56.0544
1.71,28.0,5.3056,0.9765,615.7575,560.972,56.0544
1.71,28.0,5.3056,0.9765,615.7575,560.972,56.0544
1.71,28.0,5.3056,0.9765,615.7575,560.972,56.0544
1.71,28.0,5.3056,0.9763,609.691,555.0864,60.2591
1.71,33.0,5.3056,0.9763,609.691,555.0864,60.2591
1.71,33.0,5.3056,0.9763,609.691,555.0864,60.2591
1.71,35.0,5.3056,0.9762,607.2332,552.6936,62.7799
1.71,36.0,5.3056,0.9761,605.9974,551.4867,62.7799
1.71,38.0,5.3056,0.976,603.5113,549.053,64.4618
1.71,38.0,5.3056,0.976,603.5113,549.053,64.4618
1.71,38.0,5.3056,0.976,603.5113,549.053,64.4618
1.71,38.0,5.3056,0.9759,599.7452,545.3525,66.9845
1.71,41.0,5.3056,0.9759,599.7452,545.3525,66.9845
1.71,41.0,5.3056,0.9759,599.7452,545.3525,66.9845
1.71,41.0,5.3056,0.9759,599.7452,545.3525,66.9845
1.71,41.0,5.3056,0.9759,599.7452,545.3525,66.9845
1.71,41.0,5.3056,0.9759,593.3636,539.0405,71.1888
1.71,46.0,5.3056,0.9756,593.3636,539.0405,71.1888
1.71,46.0,5.3056,0.9756,593.3636,539.0405,71.1888
1.71,46.0,5.3056,0.9754,589.4674,535.1653,73.7073
1.71,49.0,5.3056,0.9754,589.4674,535.1653,73.7073
1.71,49.0,5.3056,0.9754,589.4674,535.1653,73.7073
1.71,51.0,5.3056,0.9753,586.8402,532.5402,75.3857
1.71,51.0,5.3056,0.9753,586.8402,532.5402,75.3857
1.71,51.0,5.3056,0.9763,627.5852,572.3629,47.6418
1.71,18.0,5.4722,0.9762,626.4195,571.2509,48.4802
1.71,19.0,5.4722,0.9762,626.4195,571.2509,48.4802
1.71,20.0,5.4722,0.9762,625.2501,570.1339,49.3189
1.71,20.0,5.4722,0.9762,625.2501,570.1339,49.3189
1.71,20.0,5.4722,0.9762,625.2501,570.1339,49.3189
1.71,23.0,5.4722,0.976,621.7197,566.7523,52.6761
1.71,24.0,5.4722,0.976,620.5352,565.6149,52.6761
1.71,24.0,5.4722,0.976,620.5352,565.6149,52.6761
1.71,24.0,5.4722,0.976,620.5352,565.6149,52.6761
1.71,28.0,5.4722,0.9758,615.7575,561.0091,56.0376
1.71,29.0,5.4722,0.9758,614.5528,559.8461,56.8767
1.71,29.0,5.4722,0.9758,614.5528,559.8461,56.8767
1.71,29.0,5.4722,0.9758,614.5528,559.8461,56.8767
1.71,29.0,5.4722,0.9758,614.5528,559.8461,56.8767
1.71,32.0,5.4722,0.9756,610.913,556.3165,59.3987
1.71,34.0,5.4722,0.9755,608.4644,553.9338,61.0804
1.71,34.0,5.4722,0.9755,608.4644,553.9338,61.0804
1.71,34.0,5.4722,0.9755,608.4644,553.9338,61.0804
1.71,34.0,5.4722,0.9755,608.4644,553.9338,61.0804
1.71,34.0,5.4722,0.9755,608.4644,553.9338,61.0804
1.71,39.0,5.4722,0.9752,602.261,547.864,65.2869
1.71,39.0,5.4722,0.9752,602.261,547.864,65.2869
1.71,39.0,5.4722,0.9752,602.261,547.864,65.2869
1.71,39.0,5.4722,0.9752,602.261,547.864,65.2869
1.71,39.0,5.4722,0.9752,597.2088,542.8909,68.6488
1.71,43.0,5.4722,0.975,597.2088,542.8909,68.6488
1.71,43.0,5.4722,0.975,597.2088,542.8909,68.6488
1.71,43.0,5.4722,0.975,597.2088,542.8909,68.6488
1.71,43.0,5.4722,0.975,597.2088,542.8909,68.6488
1.71,48.0,5.4722,0.9747,590.772,536.5046,72.8521
1.71,48.0,5.4722,0.9747,590.772,536.5046,72.8521
1.71,48.0,5.4722,0.9747,590.772,536.5046,72.8521
1.71,51.0,5.4722,0.9745,586.8402,532.5812,75.3693
1.71,51.0,5.6389,0.9738,586.8402,532.6223,75.3529
1.71,16.0,5.6389,0.9757,629.906,574.6108,45.9466
1.71,17.0,5.6389,0.9756,628.7474,573.5085,46.7846
1.71,19.0,5.6389,0.9755,626.4195,571.2892,48.4615
1.71,19.0,5.6389,0.9755,626.4195,571.2892,48.4615
1.71,19.0,5.6389,0.9755,626.4195,571.2892,48.4615
1.71,19.0,5.6389,0.9755,626.4195,571.2892,48.4615
1.71,19.0,5.6389,0.9755,626.4195,571.2892,48.4615
1.71,19.0,5.6389,0.9755,626.4195,571.2892,48.4615
1.71,19.0,5.6389,0.9755,626.4195,571.2892,48.4615
1.71,19.0,5.6389,0.9755,618.1544,563.3615,54.3384
1.71,27.0,5.6389,0.9751,616.958,562.209,55.1778
1.71,27.0,5.6389,0.9751,616.958,562.209,55.1778
1.71,28.0,5.6389,0.9751,615.7575,561.0499,56.0181
1.71,28.0,5.6389,0.9751,615.7575,561.0499,56.0181
1.71,28.0,5.6389,0.9751,615.7575,561.0499,56.0181
1.71,31.0,5.6389,0.9749,612.1306,557.5381,58.54
1.71,33.0,5.6389,0.9748,609.691,555.1676,60.2217
1.71,34.0,5.6389,0.9748,608.4644,553.9734,61.0625
1.71,34.0,5.6389,0.9748,608.4644,552.7728,61.9035
1.71,35.0,5.6389,0.9747,607.2332,552.7728,61.9035
1.71,37.0,5.6389,0.9746,604.7568,550.3525,63.5858
1.71,37.0,5.6389,0.9746,604.7568,550.3525,63.5858
1.71,37.0,5.6389,0.9746,604.7568,550.3525,63.5858
1.71,39.0,5.6389,0.9745,602.261,547.9062,65.2679
1.71,40.0,5.6389,0.9744,601.0057,546.6731,66.1088
1.71,40.0,5.6389,0.9743,598.4796,544.1856,67.7909
1.71,42.0,5.6389,0.9743,597.2088,542.9314,68.6316
1.71,43.0,5.6389,0.9743,597.2088,542.9314,68.6316
1.71,43.0,5.6389,0.9743,597.2088,542.9314,68.6316
1.71,43.0,5.6389,0.9741,593.3636,539.124,71.1535
1.71,46.0,5.6389,0.9741,592.0707,537.8399,71.9937
1.71,47.0,5.6389,0.974,592.0707,537.8399,71.9937
1.71,47.0,5.6389,0.974,592.0707,537.8399,71.9937
1.71,47.0,5.6389,0.9739,588.1569,533.9389,74.5136
1.71,50.0,5.6389,0.9739,588.1569,533.9389,74.5136
1.71,50.0,5.6389,0.975,629.906,574.6489,45.9277
1.71,16.0,5.8056,0.975,629.906,574.6489,45.9277
1.71,17.0,5.8056,0.9749,628.7474,573.5467,46.7657
1.71,19.0,5.8056,0.9748,626.4195,571.3274,48.4428
1.71,20.0,5.8056,0.9748,625.2501,570.2106,49.2816
1.71,20.0,5.8056,0.9748,625.2501,570.2106,49.2816
1.71,20.0,5.8056,0.9748,625.2501,570.2106,50.9601
1.71,22.0,5.8056,0.9747,622.9003,567.9615,51.7996
1.71,23.0,5.8056,0.9746,621.7197,566.8295,51.7996
1.71,23.0,5.8056,0.9746,621.7197,566.8295,51.7996
1.71,23.0,5.8056,0.9746,621.7197,566.8295,54.3194
1.71,26.0,5.8056,0.9745,618.1544,563.4013,54.3194
1.71,26.0,5.8056,0.9745,618.1544,563.4013,54.3194
1.71,28.0,5.8056,0.9744,615.7575,561.0886,56.0001
1.71,28.0,5.8056,0.9744,615.7575,558.7535,57.6813
1.71,30.0,5.8056,0.9743,613.3439,558.7535,57.6813
1.71,31.0,5.8056,0.9742,612.1306,557.5774,58.5219
1.71,33.0,5.8056,0.9741,609.691,555.2069,60.2039
1.71,33.0,5.8056,0.974,608.4644,554.0128,61.0448
